Unnamed: 0,nose_to_nose,noseA_to_rearB,noseB_to_rearA,proximity,velocity_A,velocity_B,angle_AtoB,angle_BtoA,speed_diff
-1.7318795839260757,0.9725979571020085,0.035926471797335116,0.4360884586454376,0.17707068882304022,-0.4706970616675341,-0.4435815643020531,-1.4336392080837155,-1.2547630842130828,-0.5175729727796468
-1.7316512844818461,0.972612657280024,0.03586655801808133,0.43613759100600696,0.17704095839094938,-0.395705548165256,0.5644556972916946,-1.4337403416240713,-1.254709051428865,0.26733055336376826
-1.7314229850376164,0.6256626735612435,-0.03591314564193286,0.14995077838838994,0.08489711876254352,-0.4680853718715182,-0.44196063229407645,-1.4111712462074821,-0.8424065808329191,-0.5166074964688995
-1.7311946855933869,0.6400814425244548,-0.0309494082035019,0.14952953142217978,0.08435646811262715,-0.4455282268807145,0.7290380343131831,-1.4814712661037777,-0.842847742258777,0.4509947288361967
-1.730966386149157,0.46081979240752646,0.021489382899875894,-0.019737392261135852,-0.027554056344641756,-0.4628447830425186,-0.44297325306168256,-1.5036556226653748,-0.8136421939385168,-0.5110651429589388
-1.7307380867049276,0.4611025549196442,0.021807942609816746,-0.019528009864794884,-0.027328935490265525,-0.47072845669332514,-0.43705140389712777,-1.5009303060744126,-0.8130011977523024,-0.5120815711765059
-1.7305097872606978,0.46127962031803105,0.02249933054695721,-0.01928518916283148,-0.02719974093279834,-0.44026526680455713,-0.2337166098406696,-1.500351345667009,-0.8114998638823774,-0.3674592932780124
-1.7302814878164683,0.393870781784224,0.06138710871382702,-0.07948576780871008,-0.022859240397310614,-0.4514537159075586,-0.44114236329283774,-1.4780725122792295,-0.46161640667101994,-0.5024260683181434
-1.7300531883722385,0.3933831565502746,0.060618034985829176,-0.07889473881870715,-0.020628246659377437,-0.4365700644983368,-0.10609718023737201,-1.4823404134752969,-0.46172633402062596,-0.2628962059152966
-1.729824888928009,0.35681702562898077,0.052107655364944154,-0.11810737606919332,-0.023791242927923114,-0.47082404875447276,-0.43615644376614876,-1.4959060058732596,-0.4011163189792954,-0.5112396411494153
-1.7295965894837793,0.35645545388978067,0.05217380508866881,-0.1184014867547986,-0.023413324953545252,-0.46990619274349543,-0.43138996978496186,-1.4961846290981176,-0.39916191003498,-0.5080316854601301
-1.7293682900395497,0.35633188457820014,0.05172645953770162,-0.11786130149372766,-0.02285752966585745,-0.42375083675632275,0.17791939504525098,-1.4978625204943032,-0.39936813299169155,-0.03430107694501193
-1.72913999059532,0.3950051234905213,0.08782519682446582,-0.07109253372246019,-0.015100064690574372,-0.4709196408156185,-0.44104761480246835,-1.5049119360378866,-0.45999238522300373,-0.5152883134582055
-1.7289116911510904,0.3950125099168999,0.08793896524827464,-0.07107752557150153,-0.01496688223744767,-0.25210294654749416,0.29068937327069155,-1.5047941170677148,-0.45984706215664173,-0.09248281767879368
-1.7286833917068607,0.6074930000306084,0.09868625980638854,0.14654814694444707,-0.0034853567294168847,-0.46900256068974167,-0.4432446800392763,-1.3646537621592723,-0.872632607272926,-0.5163423896584667
-1.7284550922626312,0.6074912167566916,0.09860237810929884,0.1465575573543107,-0.003319008301475654,-0.45587198540340995,-0.44352681033557034,-1.3644412404198338,-0.8726198709102853,-0.5043617550136805
